*BEGIN_DEBUG_OUTPUT*
83
21,31,34,104,136,144,185,249,269,272,284,296,361,402,429,451,490,510,648,685,775,791,817,841,900,904,966,973,976,996, 5936
21,31,34,104,136,144,185,249,269,272,284,296,361,402,429,451,490,510,648,685,775,791,817,841,900,904,966,973,976,996, 5936
65,71,87,115,124,133,205,292,309,339,381,395,419,425,433,501,521,522,523,536,728,758,770,771,819,829,889,956,984,994, 5938
11,54,67,80,120,137,139,168,169,201,217,250,252,257,266,566,626,631,660,678,692,755,780,781,798,832,893,930,974,977, 5941
27,42,56,104,108,124,166,172,190,209,235,260,383,400,410,432,494,524,644,670,684,692,753,763,812,882,902,917,940,949, 5946
35,88,92,116,129,133,136,170,229,259,265,286,312,315,350,382,461,473,643,672,739,796,797,836,840,859,860,871,882,883, 5946
9,26,74,76,89,133,142,158,171,180,194,271,352,354,359,478,516,527,649,672,678,744,789,803,818,840,844,851,863,980, 5947
38,79,88,131,145,201,203,217,278,356,371,390,395,400,453,472,513,536,538,646,703,773,814,825,877,885,889,910,937,945, 5948
37,46,51,83,133,135,170,182,210,221,225,332,399,436,447,478,492,516,652,683,778,793,794,800,823,826,855,919,925,991, 5950
41,81,90,124,203,222,259,270,281,359,382,416,444,453,468,497,502,504,505,704,720,726,797,813,818,873,918,942,950,955, 5952
3,50,97,106,124,135,145,146,149,178,233,310,314,390,420,435,472,536,653,686,690,709,714,734,743,761,793,879,887,947, 5952
17,38,64,200,201,206,221,262,268,283,330,349,402,419,421,427,441,459,517,669,686,766,781,784,841,847,892,913,980,981, 5959
43,48,112,119,121,141,169,199,219,244,336,341,368,421,471,477,504,520,528,707,756,765,838,849,864,868,885,913,938,980, 5960
43,48,112,119,121,141,169,199,219,244,336,341,368,421,471,477,504,520,528,707,756,765,838,849,864,868,885,913,938,980, 5960
2,39,79,115,129,200,212,243,301,325,334,342,383,400,416,422,498,515,525,649,651,653,709,760,807,823,846,849,850,936, 5966
4,10,48,64,95,137,147,202,229,240,256,261,262,550,566,595,623,634,723,761,764,782,788,796,799,848,916,941,949,975, 5969
4,12,13,18,25,95,123,152,158,160,218,219,250,256,572,585,616,632,636,681,751,793,801,844,864,872,918,936,952,963, 5972
38,48,86,134,135,165,171,195,233,265,311,321,323,349,491,508,509,511,520,648,665,707,708,732,770,786,844,906,923,968, 5988
74,88,104,114,135,164,181,208,270,279,376,415,422,432,447,453,454,496,521,528,539,666,690,739,750,755,836,874,981,997, 5991
74,88,104,114,135,164,181,208,270,279,376,415,422,432,447,453,454,496,521,528,539,666,690,739,750,755,836,874,981,997, 5991
74,88,104,114,135,164,181,208,270,279,376,415,422,432,447,453,454,496,521,528,539,666,690,739,750,755,836,874,981,997, 5991
3,6,9,15,32,40,62,71,111,135,146,153,198,243,254,569,571,581,701,720,761,771,782,796,851,877,885,898,922,942, 5994
22,23,72,88,103,156,185,244,293,312,330,356,373,377,378,385,430,448,500,515,655,701,709,755,782,785,836,891,972,986, 6007
22,42,46,54,74,106,154,190,199,237,270,291,320,347,410,484,485,519,520,680,721,762,769,815,821,837,841,902,944,960, 6008
16,17,25,43,79,97,166,181,188,266,308,314,333,399,402,408,509,519,525,655,664,709,789,889,899,924,943,962,965,984, 6008
5,30,34,96,144,158,204,240,256,260,305,328,338,371,373,468,491,506,517,667,695,721,758,785,801,836,895,949,955,965, 6009
26,37,67,108,109,117,164,171,186,207,216,229,250,269,616,620,624,627,628,635,646,727,776,782,807,819,822,845,878,890, 6015
26,37,67,108,109,117,164,171,186,207,216,229,250,269,616,620,624,627,628,635,646,727,776,782,807,819,822,845,878,890, 6015
10,52,76,91,100,103,112,162,232,253,271,421,453,458,464,480,513,526,529,662,666,695,700,731,768,845,849,868,880,950, 6019
19,47,49,61,70,111,135,172,196,226,274,293,310,315,336,441,469,502,519,739,748,800,819,835,856,885,887,905,917,983, 6022
23,62,74,94,96,132,168,188,212,242,267,306,308,332,373,378,450,461,519,703,769,814,819,829,852,870,888,956,957,973, 6025
31,61,69,87,111,130,171,224,248,274,277,346,365,380,391,419,423,502,518,676,717,733,737,779,794,854,855,901,923,954, 6037
5,24,100,101,110,120,159,189,241,243,253,274,332,350,383,385,456,511,531,641,690,748,789,810,833,836,877,898,949,997, 6041
25,30,62,101,145,163,168,243,247,282,292,341,396,496,507,515,519,532,535,539,645,665,669,681,736,740,745,782,785,839, 6043
20,25,92,107,119,138,209,224,263,310,341,353,406,424,483,511,518,525,526,532,640,734,739,775,805,830,898,919,961,984, 6053
10,22,73,92,132,141,205,206,272,285,294,310,342,364,403,404,412,435,483,512,524,680,691,722,744,750,803,865,945,984, 6065
10,22,73,92,132,141,205,206,272,285,294,310,342,364,403,404,412,435,483,512,524,680,691,722,744,750,803,865,945,984, 6065
27,30,46,57,63,66,82,123,140,151,171,204,252,255,272,293,329,380,462,517,645,680,700,713,755,772,900,960,964,992, 6113
10,22,42,43,45,80,94,99,112,140,152,166,183,188,242,273,278,586,587,607,629,641,703,704,764,834,847,911,939,979, 6182
6,25,63,89,90,94,132,133,145,164,172,183,194,223,231,562,571,605,609,629,632,664,670,710,712,910,939,967,983,992, 6208
22,31,38,43,49,65,71,115,158,171,225,236,248,265,544,577,583,584,612,617,620,623,653,710,789,799,808,812,817,983, 6260
54,56,73,96,100,102,135,148,153,171,193,201,232,237,251,271,276,550,572,573,575,598,617,643,707,732,736,890,901,913, 6284
Average fitness value: 5922.04
*END_DEBUG_OUTPUT*
